game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name
WE ARE FOOTBALL,268.0,67,5.5,/game/pc/we-are-football/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,68.0,,,,,,,60.0,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,75.0,65.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,WEAREFOOTBALL
Encodya,269.0,66,7.8,/game/pc/encodya/critic-reviews,70.0,80.0,,,,,,,,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,70.0,49.0,,,,60.0,,,,,,,,50.0,75.0,,,,,70.0,50.0,,,,,,,,,,,,,,,,,,,Encodya
Maneater: Truth Quest,270.0,66,4.0,/game/pc/maneater-truth-quest/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,60.0,,70.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ManeaterTruthQuest
The Magnificent Trufflepigs,271.0,66,5.0,/game/pc/the-magnificent-trufflepigs/critic-reviews,,50.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,,,,,,55.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,68.0,,,,,,,,60.0,,,,,,,,,,65.0,,,,,75.0,,,,,,,,,,,60.0,80.0,,,,50.0,,,,,,50.0,,,,,60.0,,,,90.0,,,,70.0,,,,,,,,,,,TheMagnificentTrufflepigs
JETT: The Far Shore,272.0,66,6.1,/game/pc/jett-the-far-shore/critic-reviews,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,50.0,,,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,JETTTheFarShore
Immortals Fenyx Rising: Myths of the Eastern Realm,273.0,65,5.8,/game/pc/immortals-fenyx-rising-myths-of-the-eastern-realm/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,80.0,60.0,,50.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,75.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,60.0,,,,,,,,,,60.0,,,,70.0,,,,ImmortalsFenyxRisingMythsoftheEasternRealm
Stronghold: Warlords,274.0,65,6.4,/game/pc/stronghold-warlords/critic-reviews,65.0,,,,,,,,70.0,,,65.0,,,,,,,,60.0,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,72.0,80.0,,,,,60.0,,,,40.0,,,,,,,,,,,,,,,,70.0,,,68.0,,,,,,,65.0,80.0,20.0,,,,,,,,,,,80.0,,64.0,,67.0,60.0,,70.0,,,,,,,,,,,,,,,70.0,,,,,,60.0,,,,,70.0,,,,80.0,70.0,,,,,,,,,,,70.0,,,,,,,,StrongholdWarlords
Zool Redimensioned,275.0,65,7.6,/game/pc/zool-redimensioned/critic-reviews,,,,,,,,,,,,,,,,,,,70.0,,,,70.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,65.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,70.0,40.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,ZoolRedimensioned
Thunder Tier One,276.0,65,6.0,/game/pc/thunder-tier-one/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,80.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,70.0,,,,60.0,,,,30.0,,,,,,,,,,,,,,71.0,,,60.0,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,ThunderTierOne
Rustler,277.0,65,5.7,/game/pc/rustler/critic-reviews,,,,,,,,,,,,60.0,,68.0,,,,,,,,,,,50.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,60.0,,,,,,,,,,,,,78.0,,,,,50.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,Rustler
Firegirl: Hack 'n Splash Rescue,278.0,65,tbd,/game/pc/firegirl-hack-n-splash-rescue/critic-reviews,,,,,,,,,,,,,,65.0,,,,,,,,,60.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,85.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,FiregirlHacknSplashRescue
Moonglow Bay,279.0,65,tbd,/game/pc/moonglow-bay/critic-reviews,,,,,,,,,,,,,,,,,,,,85.0,,,,,70.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,70.0,,,,70.0,,,,,,,,,,,MoonglowBay
Redout: Space Assault,280.0,65,3.4,/game/pc/redout-space-assault/critic-reviews,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,55.0,,,60.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,RedoutSpaceAssault
Aragami 2,281.0,65,5.5,/game/pc/aragami-2/critic-reviews,,,,,70.0,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,90.0,,,60.0,,,,59.0,,,,70.0,,,,,,,,,,,,80.0,40.0,,,,60.0,,,,,50.0,,,,,,,,,,70.0,,,,,,,,,,78.0,,,80.0,,,,,,55.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,75.0,,,70.0,,,,,Aragami2
Warhammer Age of Sigmar: Storm Ground,282.0,64,4.6,/game/pc/warhammer-age-of-sigmar-storm-ground/critic-reviews,66.0,,,,,,,,,,,,,84.0,,80.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,60.0,,,75.0,,,,,59.0,60.0,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,WarhammerAgeofSigmarStormGround
Stonefly,283.0,64,tbd,/game/pc/stonefly/critic-reviews,,,,,,,,,,,,70.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,40.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,90.0,71.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,50.0,,,,,,,,,,,Stonefly
King's Bounty II,284.0,64,4.7,/game/pc/kings-bounty-ii/critic-reviews,,,,,,,,80.0,65.0,,,75.0,,71.0,,60.0,,,40.0,40.0,,,,,,,,,,,,,,50.0,,,80.0,,,60.0,,,,,,,,,60.0,65.0,,50.0,,65.0,,,80.0,45.0,,70.0,,,40.0,90.0,,,50.0,,,,,74.0,,,,,,,60.0,80.0,,,60.0,,,69.0,,,,88.0,,,70.0,,,,,,75.0,,,,,,65.0,80.0,,49.0,,59.0,70.0,65.0,60.0,,60.0,,58.0,,,,,,,84.0,60.0,,,,,,,,,68.0,,,,70.0,,,,,,,,,,,,,,,,,,,50.0,,,,60.0,,KingsBountyII
Shadow Man: Remastered,285.0,64,7.5,/game/pc/shadow-man-remastered/critic-reviews,60.0,,,,,,,,,,,65.0,,,,,,,50.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,75.0,,,,,,,,,,,,70.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,40.0,,,,90.0,,ShadowManRemastered
Red Solstice 2: Survivors,286.0,64,5.6,/game/pc/red-solstice-2-survivors/critic-reviews,,,,,,,,,,,,,,65.0,,60.0,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,64.0,,,,,,,70.0,,,,,,,,,,,,,72.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,73.0,,,,72.0,,,,,50.0,60.0,,,,,,,,,,,65.0,,,,,,,,RedSolstice2Survivors
An Airport for Aliens Currently Run by Dogs,287.0,64,tbd,/game/pc/an-airport-for-aliens-currently-run-by-dogs/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,65.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,,AnAirportforAliensCurrentlyRunbyDogs
Nickelodeon All-Star Brawl,288.0,63,6.8,/game/pc/nickelodeon-all-star-brawl/critic-reviews,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NickelodeonAllStarBrawl
INDUSTRIA,289.0,63,6.2,/game/pc/industria/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,40.0,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,60.0,,,,,,,,,,,INDUSTRIA
SkateBIRD,290.0,63,4.2,/game/pc/skatebird/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,50.0,,,,,65.0,,,,,80.0,60.0,,,60.0,60.0,,,,,,,,,,,,,80.0,,75.0,,,,SkateBIRD
Hood: Outlaws & Legends,291.0,62,3.7,/game/pc/hood-outlaws-legends/critic-reviews,71.0,,,,,,,,,,,70.0,,,,70.0,,,,,,70.0,,,,,,,,,,50.0,50.0,65.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,60.0,,,,,,,,70.0,50.0,,,,40.0,70.0,,63.0,60.0,68.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,69.0,,,,HoodOutlaws&Legends
Don't Forget Me,292.0,62,tbd,/game/pc/dont-forget-me/critic-reviews,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,50.0,,,,,,,,,58.0,,,,,,,,,,,,,60.0,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,80.0,,,,,,DontForgetMe
The Good Life,293.0,62,5.7,/game/pc/the-good-life/critic-reviews,,,,,,,,,,,,,,,,50.0,,,,,,,60.0,,,,,,,,,50.0,,,,,,,,,,70.0,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,60.0,,,,,,,80.0,,50.0,,50.0,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,60.0,79.0,,50.0,,,,,,,,,75.0,,,,59.0,,,,,,,,,,,,,,50.0,,,,,70.0,,,,,,,,,,,70.0,,,,,,,,TheGoodLife
Monster Rancher 1 & 2 DX,294.0,61,7.5,/game/pc/monster-rancher-1-2-dx/critic-reviews,,,,,,,,,,,,,,,,60.0,,,,,,,,,85.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,MonsterRancher1&2DX
Lost Ruins,295.0,61,8.3,/game/pc/lost-ruins/critic-reviews,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,65.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LostRuins
Necromunda: Hired Gun,296.0,61,6.3,/game/pc/necromunda-hired-gun/critic-reviews,60.0,,,,,,60.0,,,,,60.0,,70.0,,50.0,,,,,,,,,,,,,,,,,60.0,55.0,,,,,,,,,,,,69.0,,,65.0,,,,60.0,,,,70.0,50.0,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,50.0,,,59.0,,,,,,,50.0,,,,,,65.0,,,,,,60.0,55.0,,53.0,,48.0,,75.0,60.0,,80.0,,,,,60.0,,,,,62.0,,,,,,,,,53.0,,,,78.0,,,,,,70.0,,,,,,60.0,,85.0,,,,,,,,,,,NecromundaHiredGun
Lust from Beyond,297.0,61,6.8,/game/pc/lust-from-beyond/critic-reviews,,60.0,,,,,,69.0,,,,70.0,,69.0,,20.0,,,50.0,,,60.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,70.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,68.0,,,,45.0,,,,,,,75.0,,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,LustfromBeyond
Ashwalkers: A Survival Journey,298.0,61,tbd,/game/pc/ashwalkers-a-survival-journey/critic-reviews,36.0,,,,,,,,,,,75.0,,60.0,,,,,,,,,,,,,,,,,,40.0,70.0,,,,,,,,,,,,,,,,70.0,50.0,,,80.0,,,,,,,,50.0,,,,,,,,,,,80.0,,65.0,,90.0,,,,80.0,,70.0,,,,,,,,56.0,,,,,,,,,,,,,,,,,,50.0,70.0,,,45.0,,,,,,,,,,,,,52.0,,,60.0,70.0,,,,75.0,,,,,,60.0,,,,,60.0,,,,,,,,,,,,,,,80.0,,75.0,,AshwalkersASurvivalJourney
Sheltered 2,299.0,60,tbd,/game/pc/sheltered-2/critic-reviews,,,,,,,,,,,,,,68.0,,70.0,,,,,,,,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,75.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,Sheltered2
Cyanide & Happiness - Freakpocalypse,300.0,60,tbd,/game/pc/cyanide-happiness---freakpocalypse/critic-reviews,,,,,,,,,60.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,82.0,50.0,,,,,,,78.0,,,55.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,,,30.0,70.0,,,,,,,,,76.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,Cyanide&HappinessFreakpocalypse
Warhammer Age of Sigmar: Tempestfall,301.0,60,tbd,/game/pc/warhammer-age-of-sigmar-tempestfall/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,70.0,,,,,,,,,,,75.0,,,,,,,,,,,40.0,,,,,,,,,,67.0,,,,WarhammerAgeofSigmarTempestfall
THE SHORE,302.0,59,5.9,/game/pc/the-shore/critic-reviews,,,,,,,,,,72.0,,50.0,,,,,,70.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THESHORE
TASOMACHI: Behind the Twilight,303.0,59,tbd,/game/pc/tasomachi-behind-the-twilight/critic-reviews,,,,,,,,,,,,,,47.0,,,,,,,,60.0,,,,,,,,,,60.0,60.0,,50.0,,,,,,,,,,,,,,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,65.0,,,80.0,,,,,25.0,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,55.0,,,,TASOMACHIBehindtheTwilight
Blightbound,304.0,59,tbd,/game/pc/blightbound/critic-reviews,,,,,,,,,,,,,,66.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,60.0,,40.0,,50.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blightbound
Forgotten Fields,305.0,59,tbd,/game/pc/forgotten-fields/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,30.0,,,,60.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,ForgottenFields
Black Legend,306.0,58,tbd,/game/pc/black-legend/critic-reviews,60.0,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,50.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackLegend
Paradise Lost,307.0,58,6.8,/game/pc/paradise-lost/critic-reviews,52.0,70.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,60.0,,,,60.0,,64.0,70.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,ParadiseLost
Werewolf: The Apocalypse - Earthblood,308.0,56,4.6,/game/pc/werewolf-the-apocalypse---earthblood/critic-reviews,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,60.0,,,46.0,,55.0,,,50.0,,,70.0,,,60.0,65.0,,,,,,70.0,,,50.0,60.0,,,,65.0,,45.0,,,,40.0,,,,80.0,40.0,,,66.0,,,,,,,35.0,50.0,,,,,,65.0,,,,,55.0,,,,,79.0,50.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,52.0,50.0,,,,40.0,,,,,,,,,,,,63.0,,,,,,,,WerewolfTheApocalypseEarthblood
Monster Jam Steel Titans 2,309.0,56,tbd,/game/pc/monster-jam-steel-titans-2/critic-reviews,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,,,,,,,30.0,,,,,60.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MonsterJamSteelTitans2
Elite: Dangerous - Odyssey,310.0,55,3.5,/game/pc/elite-dangerous---odyssey/critic-reviews,,,,,60.0,,50.0,,,,90.0,55.0,,,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,55.0,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,84.0,,,,,,,,,40.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,EliteDangerousOdyssey
Foreclosed,311.0,53,tbd,/game/pc/foreclosed/critic-reviews,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,70.0,,,70.0,,,60.0,,,,,,,,,,,,,41.0,,,,50.0,,,,,,,,,78.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,Foreclosed
Buildings Have Feelings Too!,312.0,53,tbd,/game/pc/buildings-have-feelings-too!/critic-reviews,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,50.0,20.0,,,60.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,BuildingsHaveFeelingsToo!
Dungeons & Dragons: Dark Alliance,313.0,53,3.2,/game/pc/dungeons-dragons-dark-alliance/critic-reviews,52.0,,,,,,70.0,,,,,60.0,,,,50.0,,,,,,,40.0,,,,,,,,,,80.0,,,,60.0,70.0,,,,,,,,,,,,,,,,,,,58.0,,30.0,,,,,,,,40.0,,,,42.0,,30.0,60.0,,70.0,,,,,,,,,50.0,70.0,,,,,,,55.0,50.0,,,,,,,30.0,50.0,,,70.0,66.0,40.0,40.0,,82.0,40.0,35.0,50.0,,,,,,,,,,,,33.0,,,30.0,70.0,,,,,,,,,65.0,,,,,40.0,,,,,,,,,60.0,,,69.0,,,60.0,,,,,Dungeons&DragonsDarkAlliance
AWAY: The Survival Series,314.0,52,7.6,/game/pc/away-the-survival-series/critic-reviews,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,60.0,,,,,,AWAYTheSurvivalSeries
Grand Theft Auto: The Trilogy - The Definitive Edition,315.0,49,0.6,/game/pc/grand-theft-auto-the-trilogy---the-definitive-edition/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,50.0,,40.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,50.0,,,,GrandTheftAutoTheTrilogyTheDefinitiveEdition
